text,label
"CCTV Surveillance Health Check Report, BMRCL Majestic Interchange, 12/07/2024: Out of 286 cameras, 9 offline (IDs: MJ-CAM-044, -058, -119, -171, -203, -211, -233, -257, -284) due to PoE switch SW-MJ-07 failure. NVR storage at 86% with 21 days retention; policy requires 30 days per SOP-CCTV-05. Replacement SW ordered from NetAxis India (Invoice NX/07/24/1129, ₹2,36,800). Temporary measure: raise bitrate on critical platforms P1/P2 only and schedule purge of non-incident footage beyond 21 days approved by EMP-0915.",Safety & Compliance
"Minutes of Meeting (Finance & Revenue) held on 03/04/2025 at BMRCL HQ: Review of Q4 FY 2024-25 fare box collections indicated average daily revenue of ₹1.92 crore with a 7.3% YoY increase. Non-fare revenue from station retail licenses (Contract NF-2A/Line-Purple) realized ₹8.11 crore in Q4, short by ₹0.36 crore against target; action on delinquent licensees at BYPL and MG Road. Decision: Implement AFC reconciliation script patch v3.2 before 15/04/2025; EMP-3098 to submit variance analysis between TOM and QR code transactions for March 2025 by 10/04/2025.",Finance
"Meeting Minutes (Finance & Revenue) BMRCL dated 18/05/2024, chaired by FA&CAO and EMP-3382: Fare analysis for Purple Line shows average ticket value ₹28.60, daily ridership 4.85 lakh, monthly revenue ₹41.7 crore. Concession passes accounted for 7.4% of trips; digital payments constituted 89% of farebox. Action: align float cash at Mysuru Road and Baiyappanahalli stations to ₹2 lakh each; reconcile AFC settlement TID ranges 50001–54890 with bank file ID UPI-BMRCL-0524-17.",Finance
"Train Testing Record: Dynamic brake test for DM-405 post bogie overhaul conducted on 01/09/2025 at Depot Test Track, speed steps 20–70 km/h. Brake blending curve matched spec TS-RS-17 within ±3%. Wheel slip protection engaged twice at 55 km/h under wet rail simulation. EMP-0956 and EMP-3120 signed off Test Sheet TT/RS/2025/091 with remarks: acceptable, minor squeal from axle 2—apply anti-squeal compound AS-17; next review 15/09/2025.",Engineering
Safety Circular DMRC/OPS/SFT/2025-06 dated 29/06/2025: All Train Operators to perform pre-departure brake test (BTR-2) on TR-642 and TR-655 rakes post night maintenance at Shastri Park Depot (SPD). Any variance in deceleration beyond 1.1 m/s² must be logged in Maximo as Work Order WO-OPS-29176 by EMP-Depot staff. Station Controllers to broadcast advisory on platform edge clearance every 15 minutes between 07:00–10:00 hrs. Compliance audit scheduled 05/07/2025.,Operations
"Customer Service Memo CSM/BMRCL/OPS/2024/41 dated 18/07/2024: During heavy passenger influx for Varamahalakshmi festival, additional ticket counters to be opened at BYAPPANAHALLI (BYP) and JAYANAGAR (JYN) from 16:30–20:30. Temporary farebox float increased by ₹80,000 per station; security to implement one-way flow at AFC gates using flappers in exit-only mode. Real-time crowding levels to be monitored via CCTV at Platforms 1/2; Station Managers EMP-1042 and EMP-1189 to file crowd-density snapshots every 15 min using Form OPS-CRD-02.",Operations
"Station Cleanliness Inspection Report SCR/NMRC/2025/118 for Pari Chowk (PRCK) dated 20/11/2025: Dry mopping frequency found below prescribed 30-min cycle during peak 17:00–19:00; actual average 47 min. Vendor Swachh Metro Services penalized ₹12,500 as per SLA Clause 4.3. Bio-bin levels exceeded 80% at Platforms 1 and 2; corrective action: deploy one additional housekeeping staff per shift and refill consumables (Lot No. HC-2211). Re-inspection scheduled 27/11/2025.",Operations
"Leave Policy Update BMRCL/HR/Leave/2025-02, dated 10/02/2025. Effective 01/03/2025, earned leave encashment capped at 300 days at retirement; interim encashment permitted up to 15 days once in two years subject to balance >240 days. Maternity leave enhanced to 26 weeks; child care leave admissible 730 days in service lifetime, with first 365 days at full pay. Leave applications to be routed only via HRMS portal (Module HRMS-LV-3). Violations of leave curtailment under Rule 9.4 will attract pay recovery.",HR
Incident Report IR-OPS/DMRC/24-072 dated 28/02/2024: Delay of 6 minutes recorded for train DM-405 between HUDA City Centre (HCC) and IFFCO Chowk (IFC) due to door re-cycling fault on coach MC1. Train Operator EMP-0931 followed SOP DR-07; platform doors at IFC remained in manual mode for 2 cycles. Passengers were informed via PA in Hindi and English. Headway temporarily stretched to 5.5 minutes; normalcy restored by 09:12 hrs. Maintenance ticket raised: MAXIMO #MX-238771 with vendor Kone-Schaefer.,Operations
"Accident Investigation Summary BMRCL/AIR/2025-06: On 21/05/2025 at 08:12 hrs, TR-226 arriving at Banashankari (BNK) experienced sudden brake application due to ATC fault code ATC-43. Two passengers reported minor contusions; treated at station clinic, no hospitalisation. Event logs downloaded from VCU S/N VCU-BR-7712; brake cylinder pressure spike to 5.8 bar recorded. Corrective action: software patch v3.14 from OEM RailTech applied on 22/05/2025; monitoring for 14 days. Estimated cost impact ₹38,700 booked under Cost Centre SAF-OPS-07.",Safety & Compliance
"Retirement Advisory RA/HR/2024-55: EMP-1076 (Station Superintendent, Chandni Chowk) superannuating on 31/12/2024. Pension papers (Forms 5, 10, 19) and service book verified; last pay drawn ₹87,400. Gratuity estimate ₹14,72,000 under Payment of Gratuity Act; leave encashment of 118 days sanctioned. PPO request forwarded to CPAO on 07/11/2024, Tracking No. PPO/DLI/24/7719. Farewell to be organized on 20/12/2024 at 15:30 hrs.",HR
"Transfer and Promotion Order TPO/MMRC/HR/2024-33 dated 29/07/2024: EMP-2227 promoted to Senior Station Controller (Grade S3) and transferred from SEEPZ (SZ) to Gundavali (GV) w.e.f. 12/08/2024. Relocation allowance ₹18,000 as per Clause 10 of Compensation Policy POL-CNB-2022; joining to be certified by Station Manager GV via Form HR-JR-05. Handover of station keys and cash chest register noted in Log No. STN/GV/2024/118. Replacement requisition raised as Indent IND/OPS/SEZ/2024-09.",HR
"Audit Note dated 14/07/2024: During review of vendor payments for Package CC-07 (Elevated Viaduct, Phase 2, BMRCL), it was observed that Invoice No. INV/SA-1149 from Shakti Associates Pvt. Ltd. for ₹1,27,48,560 (including 18% GST) was booked on 10/07/2024 under Cost Center CC-207-STN without corresponding Goods Receipt (GRN-CC07-349). Approver EMP-1324 (Dy. FA&CAO) is requested to hold payment release under File Ref: FIN/AUD/2024/187 until GRN is posted and e-way bill EWB-29-448119563 verified. TDS u/s 194C @1% has been provisionally withheld at ₹1,07,856 pending PAN validation.",Finance
"Financial Statement Extract DMRC FS-Q3 FY 2024-25 (Unaudited) issued on 12/02/2025: Total income ₹1,126.3 Cr; operating expenses ₹798.7 Cr; EBITDA ₹327.6 Cr; depreciation ₹184.2 Cr; finance cost ₹91.5 Cr; PAT ₹36.1 Cr. Capex during quarter ₹214.8 Cr primarily for signalling upgrades per IEC 62290 and platform screen doors at Kashmere Gate and Botanical Garden. Cash and cash equivalents ₹289.4 Cr; unutilized grants ₹73.2 Cr.",Finance
"HR Circular No. HR/REC/07/2025 dated 15/07/2025: Shortlisted candidates for JE (Rolling Stock) under Advt. No. DMRC/HR/05/2025 are to report at Metro Bhawan, New Delhi on 29/07/2025 by 09:30 hrs with original documents. Candidates must carry Aadhaar, Degree Certificates, NOC (if employed), and two passport photos. Travel allowance of ₹750 (INR Seven Hundred Fifty only) for outstation candidates from NCR will be reimbursed as per HR Policy P-102. For queries, contact Recruitment Cell referencing Application ID and Employee liaison EMP-2143.",HR
"Invoice Processing Log IPL/MMRC/FIN/AP/2024/227 dated 09/05/2024: Invoice No. RS-INV-2405096 from M/s RailShield Coatings for anti-graffiti application at Aarey–Marol Naka cleared in workflow steps A1–A5. PO: MMRC/PO/CIV/2024/118; GRN: GRN-240507-33 dated 07/05/2024. Basic ₹26,90,000; GST 18% ₹4,84,200; retention 5% ₹1,34,500; TDS 2% ₹53,800; net payable ₹29,85,900 scheduled via RTGS on 13/05/2024 to HDFC Account ending 7321 after vendor compliance with ESI/PF declarations.",Finance
"Operational Directive OD/OPS/2025-14 dated 22/11/2025: TR-301 and TR-318 on the Red Line (DMRC) shall maintain a peak-hour headway of 02:15 between Rajiv Chowk (RCK) and Kashmere Gate (KSG) from 08:00 to 10:30 hrs. Station controllers (EMP-1427, EMP-2219) are instructed to initiate skip-stop protocol if dwell exceeds 45 seconds at RCK due to crowding. Platform Assistants will deploy Queue Rails Set-QR/RC-07, inspected as per IS 875 Part 2, and record passenger counts on Form OPS-11. Any deviation over 90 seconds must be reported on Incident Log IL-OPS-7865 by end of shift.",Operations
"Memo Ref: NMRC/REV/FARE/2024-15 dated 05/04/2024. Fare analysis for March 2024 indicates total revenue collection of ₹28.94 crore with average daily ridership 3.21 lakh. Smart card usage improved to 76.4%, cash transactions declined by 9.2% MoM. Discount campaign CIR-FARE-03/24 at stations NSEZ and Pari Chowk resulted in incremental revenue of ₹1.08 crore. Recommendation: enhance TVM float to ₹15 lakh per hub station during weekends; reconcile AFC settlement file SET-03-24 with ICICI merchant statement MS-0324 by 08/04/2024. EMP-3179 accountable.",Finance
"Security Protocol Circular No. SEC-CIR-09/2024 dated 03/09/2024: All Station Controllers shall implement baggage screening escalation Level-2 from 06:00 to 10:00 hrs at MMRC Colaba station due to increased footfall (avg 36,000). Any unattended baggage to be flagged as UBR and recorded in Log-UBR-MMRC/0903 with CCTV bookmark IDs CAM-COL-05 to CAM-COL-12. Quick Reaction Team under EMP-0643 to complete patrol loop every 15 minutes. Non-compliance will attract penalty under Policy SEC-POL-12, up to ₹5,000 per deviation.",Safety & Compliance
"Operations Memo: On 14/09/2025, headway on the Red Line between Kashmere Gate (KG) and Dilshad Garden (DG) deteriorated to 4.5 minutes between 08:35–09:05 hrs due to a door interlock fault on TR-301 at Shastri Park. Station Controller EMP-0927 initiated Platform Marshals deployment as per Circular OPS/2025/44. Passengers were advised via PA system and CIS display, and a skip-stop pattern was temporarily applied for three cycles to recover timetable adherence. Incident ID: OPS-IR-1457 logged at 09:18 hrs; maintenance follow-up with Rolling Stock per IEC 61373 vibration checks is scheduled for 16/09/2025.",Operations
"Security Protocol Update Circular SPU/DMRC/2025-03 dated 14/02/2025: All station managers shall ensure baggage scanners (Smiths HI-SCAN 6040i) are operated with dual-operator verification between 06:00–10:00 and 17:00–21:00 hrs. Random secondary screening for 5% of passengers to be logged in e-Form SP-05 with employee ID and time stamp. Non-compliance observed at STN-DL/NSP on 11/02/2025 (Shift B, EMP-2674) will be treated as a warning; repeat will incur ₹2,000 deduction per shift as per SOP-SEC-09.",Safety & Compliance
"Preventive Maintenance Plan PMP/ELEC/LT/2025-Q3: Scope covers LT panels at Depot Substation, Sir MV Terminal. Activities for 01/07/2025–30/09/2025 include IR testing (≥1 MΩ at 500 V), thermal scanning with alarm threshold ΔT 25°C, busbar torque verification (M12 at 55 Nm), and ACB service (2000 A, Ics 50 kA). Spare list: 8 nos. Shunt Release (110 V AC), 6 nos. UVT coils, 12 nos. CTs 200/5. Estimated budget ₹12,40,000 under Cost Code ELEC-MNT-07. Team leads EMP-1205 and EMP-2334 to submit fortnightly reports.",Engineering
"Onboarding Note: Employee EMP-1736 (Assistant Engineer–Electrical) joined BMRCL on 03/01/2025 against Offer Ref. BMRCL/HR/OFR/EE/2024-88. Induction schedule includes safety briefing at Baiyappanahalli Depot (04/01/2025), SAP HRMS credential issuance (User ID within 48 hours), and medical insurance enrollment under Group Mediclaim Policy No. BMR-INS-19 with coverage ₹5,00,000 for self and dependents. Laptop asset No. IT-EL-2025-113 assigned; declaration of conflict of interest to be filed before 10/01/2025.",HR
"Circular No. HR/LEAVE/2025/03 dated 28/01/2025: All NMRC employees must route Earned Leave requests through ESS portal at least 7 working days in advance. Medical Leave beyond 3 days requires Form ML-2 with attachment of prescription from CGHS empanelled doctor; reference case ML/EMP-1776/2024 flagged due to non-compliance. Accrual caps remain as per Leave Manual–2019; EL encashment limited to 300 days at retirement. Violations will attract remark ‘LA’ impacting quarterly attendance bonus (₹1,500).",HR
"Regulatory Compliance Update, CMRS Inspection MMRC Phase-1, 05/07/2024: CMRS team reviewed ventilation CFD reports for Chhatrapati Shivaji Maharaj Chowk station. Non-conformity NC-03: tunnel jet fans JF-2/JF-3 fail redundancy test beyond 12 minutes at 40°C. Vendor AeroSpin to submit revised FAT records by 19/07/2024 and swap capacitors as per IS 325. Payment Milestone-3 (₹1,75,00,000) withheld until closure; MOM signed by EMP-0102 and CMRS rep Shri S. N. Kulkarni.",Safety & Compliance
"Incident Report IR-TR-2025-063: On 15/11/2025 at 18:22 hrs, TR-301 experienced an emergency brake application between Rajiv Chowk (RCK) and Barakhamba Road (BKB) due to passenger panic activation in car 4. CCTV CAM-4/ID-RC-1187 verified a medical condition; no foul play noted. Train Operator EMP-0983 followed SOP-OPS-12, announced delay, and resumed at 18:27 hrs after OCC clearance. Two-minute headway recovery achieved by 18:45 hrs; passenger assisted by station medics and handed over to ambulance (Case Ref HM-112/15-11-25).",Safety & Compliance
"Procurement Notice: Tender No. BMRCL/OPS/PA/2025/117 for supply and AMC of platform announcement controllers (PAC-700 series). Estimated cost ₹1,62,00,000; EMD ₹3,24,000; bid submission by 12:00 hrs, 02/09/2025 via e-proc portal. Technical spec requires dual redundant PSU, 48V DC, AES67 audio over IP, integration with existing PA-PLC interface per Spec OPS-PA-19. Delivery to stations: Lalbagh (LBG), Jayanagar (JYN), South End Circle (SEC).",Operations
"Onboarding Note dated 05/03/2025: The induction for newly appointed Junior Engineers (Electrical), Batch JE-E/03/2025, will be conducted at the BMRCL Training Academy, Baiyappanahalli, from 11/03/2025 to 15/03/2025. Agenda covers Metro Rail Safety Rules, IEC 61373 vibration standards, earthing and bonding per IS:3043, and SAP-HCM self-service orientation. Stipend disbursement of ₹28,000 per trainee for the induction period shall be processed via Invoice No. TRG/BAI/2025-117 raised by vendor “TechLearn India Pvt. Ltd.” by 20/03/2025. Attendance will be captured through device MAC-HR-BAI-09 mapped to EMP-IDs, and late reporting beyond 09:15 hrs will be recorded as LOP (Loss of Pay).",HR
"Office Order No. HR/REC/2025/014 dated 12/03/2025: Panel for Junior Engineer (Electrical) recruitment has been finalized post document verification at BMRCL HQ, Baiyappanahalli. Candidates bearing Application IDs RE-EL/2025/1187 to 1196 are recommended for appointment subject to medical fitness as per DMRC Medical Standards–2015 (Aye-One). Offer letters will be issued with joining at Depot: Peenya on or before 01/04/2025. Probation period is 2 years, basic pay ₹33,000 in IDA scale ₹33,000–1,00,000, with initial HRA at 24% and DA at 43.4%.",HR
